Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Месяц
04.11.2021;4146;;4 977;returned;Isabellamartinez66@yahoo.com;44467;9;3;3500.0;587.0;890.0;11
24.05.2021;3014;;3 740;completed;Sophiaanderson1993@outlook.com;44340;5;2;3500.0;240.0;;5
03.10.2021;2010;;2 064;completed;Alexandertaylor1993@outlook.com;44446;9;3;587.0;587.0;890.0;10
18.05.2021;3236;;5 280;completed;Alexanderbrown1987@yahoo.com;44334;5;3;890.0;3500.0;890.0;5
17.07.2021;3356;;2 487;completed;Charlottebrown0@yahoo.com;44342;5;3;587.0;800.0;1100.0;7
11.12.2021;2676;;7 487;completed;Lucasanderson0@mail.ru;44541;12;3;587.0;2000.0;4900.0;12
21.10.2021;3703;;10 040;completed;Charlottelopez0@mail.ru;44490;10;3;4900.0;240.0;4900.0;10
03.06.2021;3386;;3 030;completed;Avajackson1987@yahoo.com;44253;2;3;1900.0;240.0;890.0;6
18.11.2021;4173;;7 325;completed;Lucassmith66@yandex.ru;44282;3;3;3500.0;3500.0;325.0;11
24.12.2021;1870;;4 390;completed;lucasthomas0@gmail.com;44291;4;2;;3500.0;890.0;12
30.08.2021;1655;;4 630;completed;Charlottemartinez2007@yandex.ru;44438;8;3;240.0;3500.0;890.0;8
20.08.2021;3336;;3 115;completed;isabellajackson88@gmail.com;44299;4;3;890.0;1900.0;325.0;8
29.03.2021;3661;;5 400;completed;Alexandermoore12@yahoo.com;44284;3;3;3500.0;1100.0;800.0;3
20.03.2021;2036;;2 380;completed;Lucasmartinez69@outlook.com;44275;3;3;240.0;240.0;1900.0;3
26.09.2021;2156;;8 987;completed;Lucaswilliams88@yandex.ru;44308;4;3;587.0;4900.0;3500.0;9
30.12.2021;3129;;1 900;completed;Olivermartinez1987@yahoo.com;44450;9;2;1100.0;;800.0;12
22.09.2021;1266;;975;completed;Charlottejackson66@yahoo.com;44461;9;3;325.0;325.0;325.0;9
05.10.2021;1305;;1 125;completed;Williammartinez2007@mail.ru;44385;7;2;325.0;;800.0;10
20.07.2021;1984;;2 487;completed;Lucasmoore2007@mail.ru;44397;7;2;1900.0;587.0;;7
19.12.2021;3313;;3 240;returned;Williammartinez88@outlook.com;44291;4;3;1900.0;1100.0;240.0;12
11.08.2021;2202;;1 455;completed;Sophiawilliams1987@yandex.ru;44347;5;3;325.0;890.0;240.0;8
19.02.2021;3972;;3 340;completed;Williamlopez88@yahoo.com;44246;2;3;1100.0;240.0;2000.0;2
22.02.2021;3256;;8 700;completed;Charlottejackson88@mail.ru;44249;2;3;1900.0;4900.0;1900.0;2
28.09.2021;2836;;13 300;completed;alexandermartinez88@gmail.com;44467;9;3;4900.0;3500.0;4900.0;9
18.04.2021;3175;;3 900;completed;Sophialopez33@outlook.com;44304;4;2;2000.0;;1900.0;4
23.01.2022;2889;;5 700;completed;liamanderson12@gmail.com;44584;13;2;800.0;4900.0;;13
09.09.2021;3859;;1 100;completed;Olivermartinez2007@mail.ru;44361;6;1;1100.0;;;9
10.12.2021;1567;;3 387;completed;Liamwilliams66@gmail.com;44540;12;3;800.0;587.0;2000.0;12
23.03.2021;3983;;8 800;completed;Charlottetaylor12@yandex.ru;44278;3;3;4900.0;2000.0;1900.0;3
17.01.2022;3837;;6 377;completed;sophiaanderson88@gmail.com;44445;9;3;890.0;587.0;4900.0;13
13.02.2022;1431;;4 925;completed;Emmabrown1993@mail.ru;44524;11;3;325.0;3500.0;1100.0;14
18.11.2021;2416;;2 277;completed;liammoore33@gmail.com;44472;10;3;587.0;890.0;800.0;11
24.06.2021;3338;;7 500;completed;Sophiamoore33@yandex.ru;44255;2;3;2000.0;2000.0;3500.0;6
14.12.2021;2650;;5 400;completed;liammoore0@gmail.com;44295;4;2;;3500.0;1900.0;12
22.01.2022;2016;;6 300;completed;Oliverwilliams33@yahoo.com;44454;9;3;2000.0;3500.0;800.0;13
02.07.2021;3876;;3 690;completed;Liamthomas13@yandex.ru;44317;5;3;890.0;2000.0;800.0;7
25.08.2021;1510;;7 500;completed;Charlottemartinez33@yandex.ru;44433;8;3;2000.0;2000.0;3500.0;8
10.08.2021;3631;;2 012;completed;Sophiabrown12@gmail.com;44418;8;3;1100.0;325.0;587.0;8
15.12.2021;2529;;2 015;completed;Avataylor1987@yandex.ru;44545;12;3;325.0;800.0;890.0;12
03.06.2021;1267;;8 400;completed;emmataylor12@gmail.com;44350;6;2;4900.0;3500.0;;6
07.05.2021;2960;;9 200;completed;Charlottelopez2007@yahoo.com;44323;5;3;4900.0;3500.0;800.0;5
21.09.2021;3661;;1 387;completed;Alexandermoore12@yahoo.com;44284;3;2;;587.0;800.0;9
06.05.2021;3061;;6 074;completed;Avajackson66@yandex.ru;44322;5;3;587.0;587.0;4900.0;5
30.07.2021;2005;;5 740;completed;Isabellamoore1987@yandex.ru;44249;2;3;2000.0;240.0;3500.0;7
03.03.2021;3017;;5 190;completed;isabellathomas1987@gmail.com;44258;3;3;800.0;3500.0;890.0;3
17.05.2021;2392;;1 690;completed;Emmalopez13@yahoo.com;44270;3;2;800.0;890.0;;5
25.06.2021;3720;;4 840;completed;isabellajackson66@gmail.com;44354;6;3;1100.0;240.0;3500.0;6
11.05.2021;3829;;4 800;completed;Oliverbrown33@yandex.ru;44289;4;3;800.0;2000.0;2000.0;5
01.04.2021;1941;;7 140;completed;Avalopez1993@yandex.ru;44287;4;3;240.0;2000.0;4900.0;4
03.08.2021;3938;;11 700;completed;Charlottethomas1987@outlook.com;44411;8;3;4900.0;4900.0;1900.0;8
08.01.2022;2284;;5 727;completed;Oliverbrown1993@gmail.com;44314;4;3;587.0;4900.0;240.0;13
30.03.2021;4192;;1 100;completed;alexandertaylor2007@gmail.com;44285;3;1;;1100.0;;3
31.07.2021;1271;;7 800;completed;Lucassmith1993@yahoo.com;44287;4;3;3500.0;3500.0;800.0;7
08.07.2021;3650;;4 790;completed;Avataylor69@yahoo.com;44385;7;3;1900.0;2000.0;890.0;7
15.05.2021;2322;;3 340;completed;Lucasjackson2007@gmail.com;44331;5;3;240.0;2000.0;1100.0;5
29.05.2021;1806;;2 240;completed;Olivermartinez69@yahoo.com;44249;2;2;;240.0;2000.0;5
17.02.2021;1334;;6 115;completed;Avabrown66@outlook.com;44244;2;3;325.0;890.0;4900.0;2
17.02.2021;2815;;7 690;completed;Isabellabrown0@outlook.com;44244;2;3;4900.0;1900.0;890.0;2
19.05.2021;2675;;5 000;completed;Avathomas1993@yahoo.com;44335;5;3;1900.0;1100.0;2000.0;5
15.12.2021;1779;;7 400;completed;olivermartinez1987@gmail.com;44393;7;3;3500.0;2000.0;1900.0;12
07.06.2021;4039;;5 812;completed;Sophiasmith66@yandex.ru;44268;3;3;587.0;4900.0;325.0;6
23.05.2021;2429;;7 790;completed;Alexanderlopez66@yahoo.com;44285;3;3;890.0;4900.0;2000.0;5
07.06.2021;3276;;5 100;completed;isabellasmith0@gmail.com;44354;6;3;800.0;800.0;3500.0;6
14.12.2021;3757;;5 987;completed;Liamthomas0@yandex.ru;44544;12;3;3500.0;587.0;1900.0;12
30.08.2021;3750;;3 030;completed;Olivermoore0@outlook.com;44438;8;3;890.0;240.0;1900.0;8
20.03.2021;3655;;2 012;completed;Isabellathomas1993@mail.ru;44275;3;3;587.0;325.0;1100.0;3
13.09.2021;4222;;5 490;completed;Avataylor0@mail.ru;44452;9;3;3500.0;890.0;1100.0;9
08.09.2021;3124;;4 600;completed;Emmathomas13@gmail.com;44447;9;3;1900.0;1900.0;800.0;9
05.07.2021;1968;;2 487;returned;Isabellataylor66@yandex.ru;44382;7;2;587.0;;1900.0;7
01.11.2021;2083;;13 300;completed;Isabellalopez88@outlook.com;44501;11;3;4900.0;3500.0;4900.0;11
02.04.2021;1739;;1 387;completed;Isabellamartinez33@mail.ru;44288;4;2;587.0;;800.0;4
23.02.2021;3502;;3 000;completed;Avathomas1987@mail.ru;44250;2;2;1900.0;1100.0;;2
12.01.2022;1877;;5 640;completed;Alexanderjackson12@outlook.com;44529;11;3;1900.0;240.0;3500.0;13
01.06.2021;3550;;4 040;completed;Oliverwilliams0@yandex.ru;44348;6;3;240.0;1900.0;1900.0;6
18.12.2021;3365;;3 100;completed;Avajackson12@yahoo.com;44314;4;2;1100.0;2000.0;;12
20.01.2022;2558;;3 477;returned;Emmalopez66@mail.ru;44581;13;3;587.0;890.0;2000.0;13
19.06.2021;2478;;5 987;completed;Williambrown69@yahoo.com;44291;4;3;587.0;3500.0;1900.0;6
06.04.2021;3962;;5 800;completed;Charlottesmith12@yandex.ru;44292;4;3;1900.0;1900.0;2000.0;4
26.08.2021;2042;;1 580;completed;Emmawilliams69@yandex.ru;44361;6;3;1100.0;240.0;240.0;8
15.05.2021;1551;;6 030;completed;avathomas69@gmail.com;44331;5;3;4900.0;240.0;890.0;5
04.07.2021;3035;;2 015;completed;Avasmith88@mail.ru;44381;7;3;325.0;890.0;800.0;7
03.03.2021;3399;;3 340;completed;Oliverthomas12@yahoo.com;44258;3;3;1100.0;240.0;2000.0;3
01.10.2021;4202;;4 715;completed;Charlottejackson33@yandex.ru;44276;3;3;3500.0;325.0;890.0;10
07.09.2021;2010;;7 387;completed;Alexandertaylor1993@outlook.com;44446;9;3;587.0;4900.0;1900.0;9
19.11.2021;3892;;5 812;completed;Isabellathomas69@yandex.ru;44329;5;3;587.0;4900.0;325.0;11
12.01.2022;3673;;6 800;returned;charlottethomas2007@gmail.com;44274;3;3;1100.0;4900.0;800.0;13
08.10.2021;2985;;3 425;completed;isabellamoore66@gmail.com;44317;5;3;325.0;2000.0;1100.0;10
07.06.2021;2495;;10 300;completed;Avamartinez69@yandex.ru;44354;6;3;3500.0;4900.0;1900.0;6
08.02.2022;3423;;2 650;completed;liamsmith1987@outlook.com;44600;14;3;325.0;2000.0;325.0;14
14.03.2021;3483;;5 000;completed;Lucasmoore1993@outlook.com;44269;3;3;1100.0;2000.0;1900.0;3
15.04.2021;1801;;1 665;completed;Williamthomas12@yahoo.com;44301;4;3;1100.0;240.0;325.0;4
27.06.2021;2598;;7 387;completed;Sophiabrown88@yahoo.com;44374;6;3;4900.0;1900.0;587.0;6
20.03.2021;3908;;480;completed;Avajackson2007@yandex.ru;44275;3;2;240.0;240.0;;3
02.08.2021;1451;;9 290;completed;isabellamartinez1993@gmail.com;44381;7;3;4900.0;3500.0;890.0;8
25.10.2021;3197;;6 300;completed;Olivermartinez2007@mail.ru;44243;2;3;800.0;3500.0;2000.0;10
01.05.2021;2061;;587;completed;lucaslopez0@gmail.com;44293;4;1;587.0;;;5
20.12.2021;3496;;3 825;completed;Oliveranderson0@outlook.com;44344;5;2;3500.0;325.0;;12
07.12.2021;1443;;3 040;returned;Avalopez2007@yandex.ru;44537;12;3;240.0;800.0;2000.0;12
20.09.2021;3735;;1 152;completed;avabrown1987@gmail.com;44459;9;3;240.0;587.0;325.0;9
25.07.2021;1265;;2 890;returned;Williambrown69@yandex.ru;44402;7;2;;2000.0;890.0;7
23.04.2021;2166;;2 700;completed;Sophiaanderson1993@yandex.ru;44309;4;2;1900.0;800.0;;4
23.05.2021;1906;;2 020;completed;Olivertaylor1987@mail.ru;44339;5;3;890.0;890.0;240.0;5
05.10.2021;3052;;1 840;returned;Alexanderlopez12@yandex.ru;44281;3;3;240.0;800.0;800.0;10
06.05.2021;2290;;7 690;completed;Liamtaylor1987@yahoo.com;44282;3;3;4900.0;890.0;1900.0;5
18.04.2021;3617;;6 890;completed;Emmamartinez0@outlook.com;44304;4;3;4900.0;1100.0;890.0;4
27.11.2021;1292;;2 325;completed;Avalopez0@mail.ru;44527;11;2;;2000.0;325.0;11
04.02.2022;3677;;3 215;returned;Olivertaylor2007@yahoo.com;44544;12;3;325.0;890.0;2000.0;14
06.11.2021;1286;;3 025;returned;williamwilliams1987@gmail.com;44288;4;3;1900.0;325.0;800.0;11
08.07.2021;2474;;2 890;completed;Charlottetaylor0@yandex.ru;44385;7;2;890.0;2000.0;;7
02.09.2021;3133;;4 900;completed;Liamthomas12@mail.ru;44265;3;3;1100.0;1900.0;1900.0;9
08.07.2021;1352;;5 825;completed;Isabellathomas0@yandex.ru;44322;5;3;2000.0;3500.0;325.0;7
24.10.2021;4021;;2 650;completed;Williamwilliams88@yahoo.com;44273;3;3;2000.0;325.0;325.0;10
08.12.2021;3922;;10 400;completed;Oliverthomas88@outlook.com;44259;3;3;3500.0;4900.0;2000.0;12
20.06.2021;3836;;2 240;completed;Oliverlopez13@yandex.ru;44367;6;2;240.0;2000.0;;6
05.09.2021;1680;;6 587;completed;Alexanderjackson12@mail.ru;44444;9;3;1100.0;587.0;4900.0;9
27.10.2021;4224;;6 800;completed;Lucasbrown69@yandex.ru;44496;10;3;800.0;1100.0;4900.0;10
05.08.2021;2973;;11 700;completed;Charlottetaylor0@yandex.ru;44408;7;3;4900.0;4900.0;1900.0;8
28.05.2021;2989;;3 100;completed;Williamjackson69@yandex.ru;44329;5;2;2000.0;1100.0;;5
14.05.2021;3791;;1 802;completed;Liamjackson0@yandex.ru;44330;5;3;587.0;325.0;890.0;5
28.11.2021;1639;;2 700;completed;Oliversmith2007@mail.ru;44528;11;2;;800.0;1900.0;11
19.12.2021;3049;;7 400;completed;Alexandersmith66@yahoo.com;44248;2;3;2000.0;1900.0;3500.0;12
25.03.2021;3657;;6 377;completed;williambrown33@gmail.com;44280;3;3;587.0;890.0;4900.0;3
14.07.2021;1485;;5 490;completed;avaanderson0@gmail.com;44384;7;3;3500.0;890.0;1100.0;7
26.10.2021;2648;;1 802;completed;Avabrown88@yahoo.com;44495;10;3;325.0;587.0;890.0;10
18.11.2021;2289;;6 800;completed;Sophiabrown33@outlook.com;44518;11;2;1900.0;4900.0;;11
06.03.2021;3006;;4 240;completed;Lucassmith12@yahoo.com;44261;3;3;2000.0;240.0;2000.0;3
16.09.2021;3878;;1 040;completed;Lucasbrown1993@yandex.ru;44375;6;2;;240.0;800.0;9
13.03.2021;2796;;2 787;returned;Liamsmith66@mail.ru;44268;3;3;1100.0;587.0;1100.0;3
18.11.2021;3169;;2 187;returned;Alexandermartinez69@mail.ru;44518;11;3;800.0;587.0;800.0;11
07.01.2022;3541;;2 487;completed;Charlottejackson12@yandex.ru;44568;13;2;1900.0;;587.0;13
27.06.2021;2965;;2 587;completed;Sophiabrown88@yandex.ru;44374;6;2;587.0;2000.0;;6
20.10.2021;2706;;7 890;completed;Oliverlopez33@outlook.com;44489;10;3;3500.0;890.0;3500.0;10
15.06.2021;2472;;1 690;completed;Alexanderbrown33@outlook.com;44362;6;2;;890.0;800.0;6
06.10.2021;3234;;3 477;completed;Charlottelopez66@outlook.com;44417;8;3;890.0;587.0;2000.0;10
20.05.2021;2868;;1 130;returned;Alexandermartinez0@yandex.ru;44295;4;2;240.0;;890.0;5
13.11.2021;3525;;480;completed;Isabellamoore13@yahoo.com;44313;4;2;;240.0;240.0;11
24.03.2021;2459;;6 500;completed;lucastaylor66@gmail.com;44279;3;3;800.0;800.0;4900.0;3
20.05.2021;3980;;3 800;completed;Sophiawilliams0@mail.ru;44316;4;3;1900.0;800.0;1100.0;5
11.12.2021;2559;;2 525;completed;Sophiasmith1993@yandex.ru;44541;12;3;1100.0;1100.0;325.0;12
04.08.2021;1350;;3 030;completed;Isabellamartinez69@outlook.com;44282;3;3;1900.0;890.0;240.0;8
05.04.2021;2254;;565;completed;Alexanderjackson66@yandex.ru;44253;2;2;;325.0;240.0;4
05.08.2021;3000;;3 780;completed;Charlottemoore33@mail.ru;44413;8;3;890.0;890.0;2000.0;8
14.02.2022;3864;;2 790;completed;Williambrown66@yandex.ru;44318;5;2;890.0;1900.0;;14
30.10.2021;2984;;4 625;completed;Charlottelopez0@outlook.com;44499;10;3;325.0;3500.0;800.0;10
13.10.2021;1968;;6 680;completed;Isabellataylor66@yandex.ru;44382;7;3;890.0;4900.0;890.0;10
11.11.2021;4136;;4 715;returned;Williamtaylor0@yandex.ru;44310;4;3;325.0;890.0;3500.0;11
03.03.2021;3316;;3 687;completed;Isabellamartinez1987@gmail.com;44258;3;3;2000.0;587.0;1100.0;3
17.12.2021;2818;;1 425;completed;Liammartinez13@outlook.com;44323;5;2;;325.0;1100.0;12
04.06.2021;1922;;5 487;returned;Williamthomas13@yandex.ru;44351;6;2;;4900.0;587.0;6
15.06.2021;2369;;0;completed;alexandermoore1993@gmail.com;44287;4;0;;;;6
23.11.2021;3114;;6 030;completed;isabellathomas66@gmail.com;44413;8;3;240.0;890.0;4900.0;11
24.02.2021;1749;;4 412;completed;Charlotteanderson12@outlook.com;44251;2;3;587.0;325.0;3500.0;2
13.08.2021;3516;;10 600;completed;Liamtaylor69@mail.ru;44421;8;3;4900.0;800.0;4900.0;8
13.07.2021;3416;;1 687;completed;Williamwilliams88@yahoo.com;44390;7;2;;1100.0;587.0;7
23.12.2021;3872;;10 900;completed;Williambrown88@outlook.com;44349;6;3;4900.0;4900.0;1100.0;12
26.01.2022;3673;;2 790;completed;charlottethomas2007@gmail.com;44274;3;2;1900.0;890.0;;13
24.03.2021;2853;;1 840;completed;Avabrown2007@yandex.ru;44279;3;3;800.0;240.0;800.0;3
27.01.2022;2799;;2 012;completed;Lucasbrown2007@outlook.com;44588;13;3;1100.0;587.0;325.0;13
19.03.2021;2224;;3 025;completed;avathomas66@gmail.com;44274;3;3;800.0;1900.0;325.0;3
28.06.2021;3372;;6 300;completed;Alexandermartinez66@yandex.ru;44375;6;3;2000.0;800.0;3500.0;6
25.08.2021;3057;;2 800;completed;Alexandersmith13@outlook.com;44433;8;2;;800.0;2000.0;8
01.08.2021;2531;;2 020;returned;olivertaylor12@gmail.com;44409;8;3;890.0;240.0;890.0;8
13.12.2021;2506;;5 490;completed;liamthomas0@gmail.com;44297;4;3;1100.0;890.0;3500.0;12
17.02.2021;2482;;7 587;completed;charlottetaylor66@gmail.com;44244;2;3;3500.0;587.0;3500.0;2
16.06.2021;3500;;2 880;completed;Alexanderbrown12@outlook.com;44348;6;3;1100.0;890.0;890.0;6
13.06.2021;3264;;3 287;completed;isabellaanderson13@gmail.com;44257;3;3;800.0;587.0;1900.0;6
26.08.2021;2751;;2 880;completed;charlotteanderson1987@gmail.com;44434;8;3;1100.0;890.0;890.0;8
25.06.2021;3637;;3 325;completed;Sophiaanderson0@yandex.ru;44372;6;3;1100.0;1900.0;325.0;6
21.07.2021;2674;;6 800;completed;Avamoore13@yahoo.com;44398;7;2;1900.0;4900.0;;7
18.12.2021;3683;;4 040;completed;Williamthomas12@yahoo.com;44292;4;3;240.0;1900.0;1900.0;12
20.08.2021;2099;;8 400;returned;lucasmartinez12@gmail.com;44414;8;2;4900.0;;3500.0;8
02.05.2021;3968;;6 325;completed;Lucaswilliams0@mail.ru;44318;5;3;4900.0;325.0;1100.0;5
14.02.2022;3377;;4 325;completed;Alexandersmith12@mail.ru;44369;6;3;2000.0;2000.0;325.0;14
04.02.2022;3847;;6 800;completed;Sophiamartinez33@yahoo.com;44320;5;3;1100.0;4900.0;800.0;14
11.02.2022;2434;;4 887;completed;Emmamoore1987@yandex.ru;44603;14;3;800.0;3500.0;587.0;14
10.04.2021;3745;;6 287;completed;Sophiabrown88@yandex.ru;44296;4;3;800.0;587.0;4900.0;4
28.01.2022;2126;;5 465;completed;Oliverlopez1993@yandex.ru;44271;3;3;325.0;240.0;4900.0;13
08.04.2021;1256;;3 740;completed;Emmamoore0@mail.ru;44294;4;2;;3500.0;240.0;4
17.05.2021;2612;;4 900;completed;Alexandersmith66@yandex.ru;44333;5;3;1100.0;1900.0;1900.0;5
03.05.2021;3192;;7 500;completed;Sophialopez33@mail.ru;44319;5;3;2000.0;2000.0;3500.0;5
21.09.2021;3323;;4 887;completed;Isabellataylor1993@outlook.com;44284;3;3;800.0;587.0;3500.0;9
01.07.2021;2576;;6 240;completed;Charlottetaylor2007@yahoo.com;44247;2;3;4900.0;240.0;1100.0;7
10.09.2021;4016;;2 587;completed;Alexanderwilliams1993@outlook.com;44449;9;2;587.0;2000.0;;9
25.08.2021;3330;;7 790;returned;Charlottemoore33@outlook.com;44433;8;3;890.0;2000.0;4900.0;8
24.02.2021;3600;;3 825;completed;Sophiabrown66@yahoo.com;44251;2;2;;325.0;3500.0;2
25.06.2021;3173;;3 025;completed;emmabrown12@gmail.com;44372;6;3;325.0;800.0;1900.0;6
26.08.2021;1445;;1 387;completed;isabellawilliams33@gmail.com;44327;5;2;;587.0;800.0;8
06.12.2021;2099;;4 600;completed;lucasmartinez12@gmail.com;44414;8;2;1100.0;;3500.0;12
10.08.2021;3110;;3 040;completed;Sophiawilliams1987@yandex.ru;44418;8;3;240.0;2000.0;800.0;8
06.07.2021;2004;;4 240;completed;Sophiabrown66@yahoo.com;44383;7;3;2000.0;2000.0;240.0;7
21.01.2022;3405;;0;completed;Oliversmith1993@yahoo.com;44418;8;0;;;;13
24.05.2021;2055;;8 640;completed;Lucaslopez1993@mail.ru;44340;5;3;4900.0;240.0;3500.0;5
23.05.2021;4107;;1 174;completed;Oliverlopez33@outlook.com;44339;5;2;587.0;587.0;;5
17.03.2021;3768;;3 590;completed;Liammoore66@yahoo.com;44272;3;3;890.0;1900.0;800.0;3
14.02.2022;1776;;2 020;completed;Alexandermartinez33@yandex.ru;44438;8;3;890.0;890.0;240.0;14
22.08.2021;3509;;2 487;completed;Alexandermartinez0@outlook.com;44430;8;2;1900.0;587.0;;8
27.01.2022;4164;;6 600;completed;Charlottewilliams1987@yahoo.com;44588;13;3;1100.0;3500.0;2000.0;13
03.07.2021;3807;;1 930;completed;sophiaanderson12@gmail.com;44380;7;3;240.0;890.0;800.0;7
28.09.2021;2657;;7 387;completed;avawilliams66@gmail.com;44334;5;3;4900.0;587.0;1900.0;9
10.12.2021;3197;;4 977;completed;Olivermartinez2007@mail.ru;44243;2;3;587.0;3500.0;890.0;12
23.10.2021;1675;;5 100;completed;lucasbrown2007@gmail.com;44492;10;3;3500.0;800.0;800.0;10
08.07.2021;3850;;6 890;completed;Alexandertaylor12@mail.ru;44284;3;3;890.0;4900.0;1100.0;7
11.10.2021;2730;;1 152;completed;williamjackson33@gmail.com;44480;10;3;587.0;240.0;325.0;10
26.05.2021;3356;;2 790;completed;Charlottebrown0@yahoo.com;44342;5;2;890.0;;1900.0;5
18.03.2021;1959;;5 987;completed;Emmajackson1987@yahoo.com;44273;3;3;1900.0;587.0;3500.0;3
27.05.2021;3390;;4 630;completed;williamjackson1987@gmail.com;44343;5;3;240.0;3500.0;890.0;5
02.11.2021;3993;;6 000;completed;sophiamartinez13@gmail.com;44243;2;2;;4900.0;1100.0;11
11.05.2021;1445;;912;completed;isabellawilliams33@gmail.com;44327;5;2;;325.0;587.0;5
09.11.2021;3267;;4 800;completed;Alexanderwilliams12@outlook.com;44509;11;3;2000.0;800.0;2000.0;11
21.07.2021;3313;;6 074;completed;Williammartinez88@outlook.com;44291;4;3;587.0;4900.0;587.0;7
11.11.2021;2994;;2 465;completed;Liamthomas2007@mail.ru;44271;3;3;1900.0;240.0;325.0;11
10.07.2021;2778;;6 377;completed;Alexandermoore1987@yahoo.com;44387;7;3;4900.0;890.0;587.0;7
27.09.2021;1371;;1 100;completed;Avamartinez1987@yandex.ru;44300;4;1;;;1100.0;9
10.01.2022;3291;;1 425;returned;Emmaanderson1993@yandex.ru;44384;7;2;;1100.0;325.0;13
05.11.2021;1840;;5 100;completed;williambrown33@gmail.com;44259;3;3;1100.0;2000.0;2000.0;11
29.03.2021;3850;;1 687;completed;Alexandertaylor12@mail.ru;44284;3;2;;1100.0;587.0;3
23.02.2021;2076;;10 690;completed;Charlottesmith13@yandex.ru;44250;2;3;4900.0;890.0;4900.0;2
21.06.2021;3446;;3 100;completed;Emmataylor1987@yahoo.com;44368;6;2;2000.0;1100.0;;6
09.06.2021;2233;;1 215;completed;Liamwilliams2007@mail.ru;44356;6;2;325.0;;890.0;6
19.08.2021;2355;;2 827;returned;Emmajackson1993@outlook.com;44427;8;3;240.0;2000.0;587.0;8
04.04.2021;2033;;5 100;completed;Lucasmoore69@yandex.ru;44290;4;3;2000.0;1100.0;2000.0;4
23.04.2021;1875;;3 000;completed;Emmathomas66@outlook.com;44309;4;2;;1900.0;1100.0;4
11.10.2021;2647;;480;completed;Olivertaylor69@yahoo.com;44279;3;2;;240.0;240.0;10
09.02.2022;1625;;5 812;completed;Charlottethomas12@mail.ru;44494;10;3;587.0;4900.0;325.0;14
10.06.2021;3640;;4 300;completed;emmamartinez88@gmail.com;44357;6;2;800.0;3500.0;;6
13.06.2021;2829;;1 067;completed;Olivertaylor1987@mail.ru;44304;4;3;240.0;587.0;240.0;6
30.10.2021;3400;;2 727;completed;lucasanderson66@gmail.com;44365;6;3;587.0;1900.0;240.0;10
19.04.2021;1584;;2 240;completed;avamoore2007@gmail.com;44305;4;2;240.0;2000.0;;4
05.09.2021;3486;;8 800;completed;Sophiamartinez1987@outlook.com;44426;8;3;2000.0;4900.0;1900.0;9
04.05.2021;1584;;3 990;completed;avamoore2007@gmail.com;44305;4;3;1100.0;2000.0;890.0;5
04.10.2021;3913;;6 290;completed;Williamtaylor66@outlook.com;44473;10;3;1900.0;890.0;3500.0;10
16.04.2021;3257;;2 240;completed;Liamanderson66@yandex.ru;44302;4;2;240.0;2000.0;;4
30.09.2021;3920;;1 477;completed;sophiasmith33@gmail.com;44450;9;2;890.0;;587.0;9
04.10.2021;1445;;3 587;completed;isabellawilliams33@gmail.com;44327;5;3;1100.0;587.0;1900.0;10
06.04.2021;1808;;5 700;returned;Liamanderson0@outlook.com;44292;4;3;1100.0;1100.0;3500.0;4
25.06.2021;3419;;2 187;completed;Lucasanderson1993@mail.ru;44372;6;3;587.0;800.0;800.0;6
13.10.2021;2672;;8 640;completed;Liamanderson13@outlook.com;44276;3;3;3500.0;4900.0;240.0;10
15.04.2021;3760;;6 377;completed;Williammoore1987@yandex.ru;44301;4;3;890.0;587.0;4900.0;4
30.08.2021;2698;;7 700;completed;Charlottebrown66@mail.ru;44438;8;3;800.0;4900.0;2000.0;8
07.07.2021;3106;;5 700;completed;Williammartinez1987@yandex.ru;44268;3;2;;800.0;4900.0;7
27.08.2021;3274;;5 187;completed;Isabellawilliams0@mail.ru;44435;8;3;1100.0;3500.0;587.0;8
25.02.2021;1397;;1 780;completed;Emmasmith66@mail.ru;44252;2;2;890.0;890.0;;2
18.06.2021;1571;;1 580;completed;Lucasthomas12@yahoo.com;44365;6;3;240.0;1100.0;240.0;6
29.01.2022;3429;;2 315;completed;Sophiajackson1993@yahoo.com;44313;4;3;325.0;890.0;1100.0;13
20.02.2021;2056;;2 380;completed;Isabellathomas13@outlook.com;44247;2;3;240.0;1900.0;240.0;2
21.08.2021;2790;;3 600;completed;Alexanderthomas33@yandex.ru;44384;7;3;800.0;800.0;2000.0;8
06.08.2021;2578;;6 800;completed;Oliverwilliams1993@mail.ru;44336;5;3;4900.0;800.0;1100.0;8
30.07.2021;3469;;2 790;completed;Isabellajackson1993@gmail.com;44407;7;2;1900.0;;890.0;7
16.03.2021;2994;;1 930;completed;Liamthomas2007@mail.ru;44271;3;3;240.0;800.0;890.0;3
09.02.2022;2370;;3 115;completed;Williamwilliams2007@yandex.ru;44258;3;3;1900.0;890.0;325.0;14
03.01.2022;1751;;6 890;completed;Alexandermartinez13@mail.ru;44438;8;3;4900.0;1100.0;890.0;13
03.03.2021;3934;;4 625;completed;Avamartinez1987@mail.ru;44258;3;3;800.0;325.0;3500.0;3
12.11.2021;2426;;9 500;completed;williammartinez13@gmail.com;44512;11;3;3500.0;4900.0;1100.0;11
04.05.2021;2106;;5 812;completed;Isabellawilliams12@mail.ru;44255;2;3;4900.0;587.0;325.0;5
