Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Товар 3.1;Месяц;Товар 1.1;Товар 2.1;Товар 3.2;Доставка;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Продукт 1;Продукт 2;Продукт 3;Продукт 4;Продукт 5;Продукт 6;Продукт 7;Продукт 8;Продукт 9;Продукт 10;Продукт 11;Продукт 12;Продукт 13;Продукт 14;Продукт 15;Продукт 16;Продукт 17
11.01.2022;4007;;2 230;completed;Williamjackson1987@yandex.ru;11.01.2022;13;3;890.0;240.0;1100.0;;13;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.09.2021;3477;;4 737;completed;alexandersmith1987@gmail.com;29.06.2021;6;3;1900.0;587.0;1900.0;;9;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.10.2021;1940;;1 237;returned;Williamthomas33@yandex.ru;18.05.2021;5;3;587.0;325.0;325.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.09.2021;2380;;8 400;completed;Williamthomas0@outlook.com;09.09.2021;9;2;;4900.0;3500.0;;9;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.07.2021;2414;;6 377;returned;Williamsmith88@outlook.com;18.03.2021;3;3;4900.0;890.0;587.0;;7;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2021;1734;;3 287;completed;Olivermoore66@outlook.com;27.02.2021;2;3;800.0;1900.0;587.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.2022;1273;;5 350;completed;Lucassmith1987@yahoo.com;26.03.2021;3;3;1900.0;1100.0;2000.0;;13;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2021;3828;;4 790;completed;Avamartinez33@yandex.ru;17.10.2021;10;3;890.0;1900.0;2000.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2021;2165;;5 727;completed;Sophiataylor12@yahoo.com;03.10.2021;10;3;4900.0;240.0;587.0;;10;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.07.2021;1397;;3 130;completed;Emmasmith66@mail.ru;25.02.2021;2;3;2000.0;890.0;240.0;;7;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2021;3340;;4 600;completed;Emmalopez1987@mail.ru;31.05.2021;5;2;3500.0;1100.0;;;5;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2021;2314;;14 700;returned;Alexandermartinez33@mail.ru;01.09.2021;9;3;4900.0;4900.0;4900.0;;9;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.06.2021;2405;;2 225;completed;Sophiataylor66@mail.ru;03.06.2021;6;3;325.0;1100.0;800.0;;6;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.2021;2608;;4 087;completed;Olivertaylor88@outlook.com;29.11.2021;11;2;;3500.0;587.0;;11;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.2021;2125;;4 740;completed;williamjackson33@gmail.com;19.06.2021;6;2;3500.0;890.0;;;6;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.10.2021;1388;;10 750;completed;lucasjackson88@gmail.com;29.03.2021;3;3;3500.0;2000.0;4900.0;;10;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.09.2021;3783;;3 287;completed;Charlottebrown12@yahoo.com;07.04.2021;4;3;587.0;800.0;1900.0;;9;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09.2021;2262;;3 900;completed;Oliveranderson13@outlook.com;03.09.2021;9;2;2000.0;;1900.0;;9;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2021;3729;;4 700;completed;Sophiataylor66@yahoo.com;04.05.2021;5;3;1900.0;2000.0;800.0;;5;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2021;1745;;6 050;completed;Oliverjackson69@outlook.com;16.09.2021;9;2;4900.0;800.0;;;9;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.08.2021;3038;;5 465;completed;charlottemartinez0@gmail.com;25.08.2021;8;3;4900.0;240.0;325.0;;8;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.12.2021;1755;;2 230;completed;Isabellabrown66@yahoo.com;26.04.2021;4;3;240.0;1100.0;890.0;;12;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2021;3523;;4 040;completed;Avamoore69@mail.ru;17.03.2021;3;3;1900.0;1900.0;240.0;;11;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.09.2021;2678;;3 825;returned;Charlottelopez1987@outlook.com;23.09.2021;9;2;;325.0;3500.0;;9;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.2021;4057;;3 477;completed;sophiathomas33@gmail.com;22.04.2021;4;3;2000.0;890.0;587.0;;4;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.2021;2316;;2 067;completed;Williamjackson1987@mail.ru;20.02.2021;2;3;587.0;890.0;240.0;;2;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.02.2022;3396;;5 815;completed;Olivermartinez69@yahoo.com;16.05.2021;5;3;240.0;325.0;4900.0;;14;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.09.2021;2385;;4 390;completed;williamjackson1987@gmail.com;11.09.2021;9;2;890.0;3500.0;;;9;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.12.2021;2677;;6 890;completed;Isabellabrown69@yahoo.com;05.12.2021;12;3;890.0;1100.0;4900.0;;12;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.01.2022;2366;;2 240;completed;Liamwilliams88@mail.ru;14.05.2021;5;2;2000.0;240.0;;;13;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.07.2021;3025;;1 040;completed;alexandertaylor1987@gmail.com;13.06.2021;6;2;240.0;;800.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.2021;1627;;1 365;completed;Williamanderson1993@yandex.ru;08.03.2021;3;3;800.0;325.0;240.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.2021;4188;;5 400;completed;Olivertaylor33@mail.ru;04.06.2021;6;2;3500.0;;1900.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.12.2021;2680;;10 750;completed;Williamanderson12@yahoo.com;16.12.2021;12;3;2000.0;4900.0;3500.0;;12;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.2021;3859;;7 387;completed;Olivermartinez2007@mail.ru;14.06.2021;6;3;4900.0;587.0;1900.0;;6;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.12.2021;2457;;2 187;returned;lucasmartinez88@gmail.com;01.09.2021;9;3;800.0;800.0;587.0;;12;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.10.2021;4010;;3 737;completed;Isabellasmith13@yandex.ru;15.10.2021;10;3;2000.0;800.0;587.0;;10;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.2021;3082;;3 587;completed;Charlottebrown12@yandex.ru;02.05.2021;5;3;1100.0;1900.0;587.0;;5;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.02.2021;3535;;3 040;completed;Sophiaanderson0@mail.ru;19.02.2021;2;3;800.0;2000.0;240.0;;2;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.03.2021;2150;;2 200;completed;Lucasanderson69@outlook.com;21.03.2021;3;2;1100.0;1100.0;;;3;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2021;1395;;4 040;completed;Emmalopez0@yahoo.com;31.05.2021;5;3;890.0;800.0;2000.0;;5;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.01.2022;1934;;7 040;completed;Emmalopez33@mail.ru;24.03.2021;3;3;1900.0;240.0;4900.0;;13;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.02.2021;1896;;5 700;completed;Sophiawilliams0@mail.ru;17.02.2021;2;2;800.0;4900.0;;;2;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.10.2021;2906;;3 115;completed;Oliverlopez66@outlook.com;22.03.2021;3;3;325.0;1900.0;890.0;;10;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.2021;4178;;2 550;completed;Isabellaanderson69@yahoo.com;12.03.2021;3;3;1900.0;325.0;325.0;;3;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.04.2021;2846;;4 800;returned;Alexandermoore69@outlook.com;16.04.2021;4;3;2000.0;800.0;2000.0;;4;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.09.2021;1495;;9 000;completed;Isabellamartinez33@mail.ru;14.09.2021;9;3;3500.0;3500.0;2000.0;;9;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.2021;3450;;1 974;completed;Emmaanderson66@mail.ru;17.04.2021;4;3;587.0;800.0;587.0;;4;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.2021;3676;;3 900;completed;Avajackson13@yahoo.com;09.03.2021;3;3;2000.0;1100.0;800.0;;3;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.2021;3713;;3 240;completed;Charlottewilliams2007@mail.ru;18.02.2021;2;2;;2000.0;890.0;;6;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.10.2021;3583;;3 390;returned;Olivermoore12@yahoo.com;04.04.2021;4;3;240.0;2000.0;800.0;;10;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.2022;1329;;2 275;returned;Emmathomas66@outlook.com;23.01.2022;13;3;325.0;800.0;800.0;;13;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2022;1739;;7 937;completed;Isabellamartinez33@mail.ru;02.04.2021;4;3;3500.0;587.0;3500.0;;14;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.2021;2572;;3 377;completed;Liamthomas66@yandex.ru;26.03.2021;3;3;587.0;1900.0;890.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2021;3026;;6 637;completed;Avasmith12@yahoo.com;14.03.2021;3;3;800.0;4900.0;587.0;;11;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;1435;;2 577;returned;Emmabrown0@yandex.ru;26.11.2021;11;3;587.0;890.0;1100.0;;11;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.03.2021;2647;;5 850;completed;Olivertaylor69@yahoo.com;24.03.2021;3;2;;3500.0;2000.0;;3;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.2021;1628;;3 100;completed;Avalopez13@mail.ru;27.06.2021;6;2;1100.0;2000.0;;;6;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.09.2021;2371;;7 490;completed;alexanderbrown66@gmail.com;16.09.2021;9;3;2000.0;240.0;4900.0;;9;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.02.2022;2111;;2 240;completed;Lucastaylor88@yandex.ru;03.10.2021;10;2;2000.0;240.0;;;14;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2021;2182;;3 340;completed;Emmabrown88@outlook.com;15.11.2021;11;3;2000.0;240.0;1100.0;;11;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.04.2021;2347;;2 577;completed;Isabellalopez1987@mail.ru;17.03.2021;3;3;587.0;890.0;1100.0;;4;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.09.2021;3403;;3 387;completed;Sophiaanderson0@yahoo.com;28.09.2021;9;3;800.0;2000.0;587.0;;9;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.02.2021;2152;;3 890;completed;Liammartinez69@yahoo.com;18.02.2021;2;3;1900.0;890.0;1100.0;;2;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.09.2021;3596;;3 340;completed;Oliverthomas33@mail.ru;10.09.2021;9;3;1100.0;2000.0;240.0;;9;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2021;3609;;5 837;completed;Williamjackson1987@outlook.com;23.05.2021;5;2;587.0;;4900.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.09.2021;4022;;4 150;completed;sophiamartinez0@gmail.com;27.06.2021;6;3;1900.0;1100.0;800.0;;9;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.03.2021;3042;;2 367;completed;Sophiathomas69@yahoo.com;20.03.2021;3;3;890.0;890.0;587.0;;3;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.2021;1468;;3 827;completed;Liambrown13@yandex.ru;09.05.2021;5;3;890.0;587.0;2000.0;;5;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.2021;2602;;6 300;completed;Avathomas88@yandex.ru;10.04.2021;4;3;800.0;3500.0;2000.0;;6;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2021;4071;;4 475;completed;Oliverthomas13@yandex.ru;13.11.2021;11;3;1900.0;325.0;1900.0;;11;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.01.2022;1842;;9 850;completed;Liamlopez1993@outlook.com;20.02.2021;2;3;3500.0;1100.0;4900.0;;13;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.01.2022;2580;;1262;completed;Isabellalopez0@mail.ru;10.06.2021;6;2;;587.0;325.0;;13;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2021;2457;;5 465;completed;lucasmartinez88@gmail.com;01.09.2021;9;3;240.0;325.0;4900.0;;9;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.12.2021;1918;;1 950;completed;Williammoore33@yahoo.com;26.12.2021;12;2;800.0;;800.0;;12;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.08.2021;3433;;6 200;completed;sophiabrown13@gmail.com;02.08.2021;8;3;3500.0;1900.0;800.0;;8;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.02.2022;2845;;3 680;completed;Alexanderthomas66@yahoo.com;04.02.2022;14;3;890.0;890.0;1900.0;;14;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.01.2022;3459;;3 775;completed;sophiamoore33@gmail.com;19.10.2021;10;3;1100.0;2000.0;325.0;;13;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.04.2021;4085;;1 125;completed;Sophiaanderson88@mail.ru;05.04.2021;4;2;;800.0;325.0;;4;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.2021;3044;;6 465;completed;Avaanderson12@yandex.ru;04.11.2021;11;3;4900.0;325.0;890.0;;11;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.10.2021;2194;;11 700;completed;Oliverlopez33@mail.ru;03.04.2021;4;3;4900.0;1900.0;4900.0;;10;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.2021;4219;;7 600;completed;Williammartinez33@yahoo.com;04.07.2021;7;3;800.0;1900.0;4900.0;;7;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.08.2021;2060;;3 100;completed;Williamthomas12@outlook.com;13.08.2021;8;2;2000.0;1100.0;;;8;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.2021;1475;;3 325;completed;charlottebrown33@gmail.com;24.02.2021;2;3;1900.0;1100.0;325.0;;5;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2021;2899;;4 415;returned;Isabellaanderson12@mail.ru;01.04.2021;4;3;325.0;240.0;3500.0;;11;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.03.2021;3197;;2 790;completed;Olivermartinez2007@mail.ru;16.02.2021;2;2;1900.0;;890.0;;3;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
